curriculum,qualification_responsible_position,name_responsible,degree_reponsible,program_responsible,institute_responsible,year_graduate_responsible
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สายรัก สอาดไพร,ปร.ด.,วิศวกรรมทางการแพทย์,มหาวิทยาลัยธรรมศาสตร์,2562
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สายรัก สอาดไพร,M.Ed.,Human Kinesiology,"Capital University of Physical Education and Sports, China",2556
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สายรัก สอาดไพร,วท.บ.,วิทยาศาสตร์การกีฬา,จุฬาลงกรณ์มหาวิทยาลัย,2552
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จิตานันท์ เหล่าศิริ ไพศาล,Ph.D.,Kinesiology,"The University of Texas at Austin, USA.",2560
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จิตานันท์ เหล่าศิริ ไพศาล,วท.ม.,สรีรวิทยาการออกกำลังกาย,มหาวิทยาลัยมหิดล,2549
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จิตานันท์ เหล่าศิริ ไพศาล,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยมหิดล,2545
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),อาจารย์,สุติมา สุวรรณกาล,วท.ม.,วิทยาศาสตร์การเคลื่อนไหวและการออกกำลังกาย,มหาวิทยาลัยเชียงใหม่,2549
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),อาจารย์,สุติมา สุวรรณกาล,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยเชียงใหม่,2545
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),อาจารย์,ปุญญาณัฐ นวลออน,ปร.ด.,ชีวเวชศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,2554
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),อาจารย์,ปุญญาณัฐ นวลออน,วท.ม.,เวชศาสตร์การกีฬา,จุฬาลงกรณ์มหาวิทยาลัย,2545
วท.บ. สาขาวิชาวิทยาศาสตร์การกีฬาและการออก กำลังกาย (ปรับปรุง 2566),อาจารย์,ปุญญาณัฐ นวลออน,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยขอนแก่น,2541
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),รองศาสตราจารย์ ดร.,นพพล ประโมทยกุล,ปร.ด.,วิทยาศาสตร์การเคลื่อนไหวของมนุษย์,มหาวิทยาลัยขอนแก่น,2558
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),รองศาสตราจารย์ ดร.,นพพล ประโมทยกุล,วท.ม.,กายภาพบำบัด,มหาวิทยาลัยมหิดล,2548
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),รองศาสตราจารย์ ดร.,นพพล ประโมทยกุล,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยธรรมศาสตร์,2545
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ชวนพิศ บุญเกิด,ปร.ด.,วิทยาศาสตร์การกีฬา,มหาวิทยาลัยมหิดล,2560
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ชวนพิศ บุญเกิด,วท.ม.,วิทยาศาสตร์การกีฬา,มหาวิทยาลัยมหิดล,2548
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ชวนพิศ บุญเกิด,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยธรรมศาสตร์,2545
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปรียาภรณ์ สองศร,Ph.D.,Sports Studies,"University of Stirling, United Kingdom",2562
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปรียาภรณ์ สองศร,วท.ม.,สรีรวิทยา,มหาวิทยาลัยมหิดล,2550
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปรียาภรณ์ สองศร,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยศรีนครินทรวิโรฒ,2547
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,สิริลักษณ์ กาญจโนมัย,ปร.ด.,ชีวเวชศาสตร์ (สหสาขาวิชา),จุฬาลงกรณ์มหาวิทยาลัย,2554
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,สิริลักษณ์ กาญจโนมัย,วท.ม.,กายภาพบำบัด,มหาวิทยาลัยมหิดล,2544
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,สิริลักษณ์ กาญจโนมัย,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยมหิดล,2541
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปฤณภัก มหาทรัพย์,ปร.ด.,วิทยาศาสตร์การแพทย์,มหาวิทยาลัยธรรมศาสตร์,2555
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปฤณภัก มหาทรัพย์,วท.ม.,วิทยาศาสตร์การแพทย์,จุฬาลงกรณ์มหาวิทยาลัย,2545
วท.บ. สาขาวิชากายภาพบำบัด (ปรับปรุง 2569),ผู้ช่วยศาสตราจารย์ ดร.,ปฤณภัก มหาทรัพย์,วท.บ.,กายภาพบำบัด,มหาวิทยาลัยมหิดล,2541
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,วรวีร์ นาคพนม,วท.ด.,วิทยาศาสตร์การกีฬา (การจัดการกีฬา),จุฬาลงกรณ์มหาวิทยาลัย,2562
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,วรวีร์ นาคพนม,วท.ม.,วิทยาศาสตร์การกีฬา (การจัดการกีฬา),จุฬาลงกรณ์มหาวิทยาลัย,2555
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,วรวีร์ นาคพนม,วท.บ.,วิทยาศาสตร์การกีฬา (การจัดการกีฬา),จุฬาลงกรณ์มหาวิทยาลัย,2553
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,พัชรมน รักษพลเดช,บธ.ด.,ธุรกิจกีฬาและบันเทิง,มหาวิทยาลัยศรีปทุม,2560
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,พัชรมน รักษพลเดช,วท.ม.,ระบบสารสนเทศทางธุรกิจ,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,2555
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,พัชรมน รักษพลเดช,นศ.บ.,โฆษณา,มหาวิทยาลัยอัสสัมชัญ,2545
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,จักรพันธ์ ชุบไธสง,วท.ม.,วิทยาศาสตร์การกีฬา (การจัดการกีฬา),จุฬาลงกรณ์มหาวิทยาลัย,2552
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,จักรพันธ์ ชุบไธสง,วท.บ.,วิทยาศาสตร์การกีฬา,มหาวิทยาลัยศรีนครินทรวิโรฒ,2550
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,กฤษฎา ปาณะเสรี,บธ.ด.,การจัดการการกีฬา,มหาวิทยาลัยราชภัฏจันทรเกษม,2561
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,กฤษฎา ปาณะเสรี,บธ.ม.,การจัดการการกีฬา,มหาวิทยาลัยราชภัฏจันทรเกษม,2551
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),อาจารย์,กฤษฎา ปาณะเสรี,ค.บ.,พลศึกษา,มหาวิทยาลัยราชภัฏจันทรเกษม,2549
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),ผู้ช่วยศาสตราจารย์,นิลมณี ศรีบุญ,Ph.D.,Sports Administration,"Florida state University, U.S.A.",2544
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),ผู้ช่วยศาสตราจารย์,นิลมณี ศรีบุญ,ค.ม.,พลศึกษา,จุฬาลงกรณ์มหาวิทยาลัย,2523
ศศ.บ. สาขาวิชาการจัดการกีฬา (ปรับปรุง 2567),ผู้ช่วยศาสตราจารย์,นิลมณี ศรีบุญ,กศ.บ.,พลศึกษา,มหาวิทยาลัยศรีนครินทรวิโรฒ,2521
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จรีภรณ์ เอกวัฒน์ชัย,Ph.D.,Molecular Biomedical Science,"The University of Adelaide, Australia,",2550
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จรีภรณ์ เอกวัฒน์ชัย,วท.ม.,จุลชีววิทยา,มหาวิทยาลัยมหิดล,2541
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,จรีภรณ์ เอกวัฒน์ชัย,วท.บ.,เทคนิคการแพทย์,มหาวิทยาลัยเชียงใหม่,2536
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สุดาวดี คงขำ,Ph.D.,Biochemistry and Molecular Genetic,"University of Virginia, USA,",2545
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สุดาวดี คงขำ,วท.บ.,เทคนิคการแพทย์,มหาวิทยาลัยมหิดล,2537
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดุจดาว ทรงธรรมวัฒน์,Ph.D.,Medical Science,"Nagasaki University, Japan",2550
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดุจดาว ทรงธรรมวัฒน์,วท.ม.,จุลชีววิทยา,มหาวิทยาลัยมหิดล,2541
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดุจดาว ทรงธรรมวัฒน์,วท.บ,เทคนิคการแพทย์,มหาวิทยาลัยมหิดล,2537
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,เอนก ภู่ทอง,ปร.ด.,ชีวเวชศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2552
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,เอนก ภู่ทอง,วท.บ.,เทคนิคการแพทย์,มหาวิทยาลัยธรรมศาสตร์,2544
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ฌลณต เกษตร,ปร.ด.,ชีวเวชศาสตร์,มหาวิทยาลัยธรรมศาสตร์,2552
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ฌลณต เกษตร,วท.บ.,เทคนิคการแพทย์,มหาวิทยาลัยธรรมศาสตร์,2544
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สิรินารถ ชูเมียน,ปร.ด.,เทคนิคการแพทย์,มหาวิทยาลัยมหิดล,2556
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สิรินารถ ชูเมียน,วท.ม.,เทคนิคการแพทย์,มหาวิทยาลัยมหิดล,2552
เทคนิคการแพทยบัณฑิต (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,สิรินารถ ชูเมียน,วทบ.,เทคนิคการแพทย์,มหาวิทยาลัยมหิดล,2550
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. มงกุฎ เพียรธนะกูลชัย,Ph.D.,Transportation,"Tohoku University, Japan",2543
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. มงกุฎ เพียรธนะกูลชัย,M.Eng.,Transportation,"Asian Institute of Technology (AIT), Thailand",2539
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. มงกุฎ เพียรธนะกูลชัย,B.Eng.,Civil Engineering,"Chulalongkorn University, Thailand",2537
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ทวีป ชัยสมภพ,D.Eng.,Civil Engineering,"The University of Tokyo, Japan",2530
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ทวีป ชัยสมภพ,M.Eng.,Civil Engineering,"The University of Tokyo, Japan",2527
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ทวีป ชัยสมภพ,B.Eng.,Civil Engineering,"Chulalongkorn University, Thailand",2525
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. วิญญู รัตนปิติกรณ์,D.Eng.,Civil Engineering,"Yokohama National University, Japan",2538
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. วิญญู รัตนปิติกรณ์,M.Eng.,Water Resources Development,"Asian Institute of Technology (AIT), Thailand",2534
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. วิญญู รัตนปิติกรณ์,B.Eng.,Agricultural Engineering,"Khon Kaen University, Thailand",2530
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,Dr. Amin Eisazadeh Otaghsaraei,Ph.D.,Geotechnic,"University of Technology, Malaysia",2553
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,Dr. Amin Eisazadeh Otaghsaraei,M.Sc.,Geotechnic,"Tehran Polytechnic, Iran",2548
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,Dr. Amin Eisazadeh Otaghsaraei,B.Sc.,Civil Engineering,"Tehran Polytechnic, Iran",2546
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ปานเทพ จุลนิพิฐวงษ,Ph.D.,Civil Engineering,"Hamburg University of Technology, Germany",2553
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ปานเทพ จุลนิพิฐวงษ,M.Sc.,Engineering,"Sirindhorn International Institute of Technology, Thailand",2547
3. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ปานเทพ จุลนิพิฐวงษ,B.Eng.,Building Facilities Engineering Program,"Sirindhorn International Institute of Technology, Thailand",2545
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิษณุ ตู้จินดา,Ph.D.,Chemical Engineering,"The University of Akron, Ohio, USA",2546
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิษณุ ตู้จินดา,M.S.,Chemical Engineering,"The University of Akron, Ohio, USA",2542
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิษณุ ตู้จินดา,B.Sc.,Chemistry,"Mahidol University, Thailand",2538
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ลักขณา หล่อตระกูล,Dr.rer.nat.,Theoretical Biochemistry,"University of Vienna, Austria",2543
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ลักขณา หล่อตระกูล,M.Sc.,Physical Chemistry,"Kasetsart University, Thailand",2539
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ลักขณา หล่อตระกูล,B.Sc.,Chemistry,"Kasetsart University, Thailand",2536
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. จริยา แก้วเสน่หา,Ph.D,Polymer Science and Technology,"Mahidol University, Thailand",2557
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. จริยา แก้วเสน่หา,M.Sc.,Polymer Science and Technology,"Mahidol University, Thailand",2553
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. จริยา แก้วเสน่หา,B.Sc.,Chemistry,"Mahidol University, Thailand",2550
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. คณิน เนื่องโนราช,Ph.D.,Applied Chemistry,"Tohoku University, Japan",2556
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. คณิน เนื่องโนราช,M.Eng.,Applied Chemistry,"Tohoku University, Japan",2553
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. คณิน เนื่องโนราช,B.Eng.,Chemical Engineering,"Kasetsart University, Thailand",2550
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. ภาวินทร์ เอี่ยมประเสริฐกุล,Ph.D.,Materials Chemistry,"The University of Manchester, U.K",2563
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. ภาวินทร์ เอี่ยมประเสริฐกุล,M.Eng.,Chemical Engineering,"Kasetsart University, Thailand",2559
5. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. ภาวินทร์ เอี่ยมประเสริฐกุล,B.Eng.,Chemical Engineering,"Kasetsart University, Thailand",2557
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. บัณฑิต ลิ้มมีโชคชัย,D.Eng.,Energy Economics and Planning,"Asian Institute of Technology (AIT), Thailand",2539
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. บัณฑิต ลิ้มมีโชคชัย,M.Eng.,Energy Technology,"Asian Institute of Technology (AIT), Thailand",2532
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. บัณฑิต ลิ้มมีโชคชัย,B.Eng.,Mechanical Engineering,"King Mongkut's Institute of Technology North Bangkok (KMITNB), Thailand",2526
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ศรัทธา อาภรณ์รัตน์,Ph.D.,Mechanical Engineering,"The University of Sheffield, England",2537
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ศรัทธา อาภรณ์รัตน์,M.Eng.,Mechanical Engineering,"University of Technology, Sydney, Australia",2533
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ศรัทธา อาภรณ์รัตน์,B.Sc.,Mechanical Engineering,"Prince of Songkhla University, Thailand",2529
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ธนัญชัย ลีภักดิ์ปรีดา,Ph.D.,Mechanical Engineering,"The University of Akron, Ohio, USA",2539
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ธนัญชัย ลีภักดิ์ปรีดา,M.S.,Mechanical Engineering,"The University of Akron, Ohio, USA",2536
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ศาสตราจารย์,ดร. ธนัญชัย ลีภักดิ์ปรีดา,B.Eng.,Mechanical Engineering,"Chulalongkorn University, Thailand",2534
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ธันยเศรษฐ์ เศรษฐบุตร,Ph.D.,Systems and Control Engineering (โทควบเอก),"Case Western Reserve University, Ohio, USA",2556
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ธันยเศรษฐ์ เศรษฐบุตร,B.Eng.,Mechanical Engineering,"Sirindhorn International Institute of Technology, Thammasat University, Thailand",2548
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. มารวย เพลินใจ,D.Eng,Mechano-Micro Engineering,"Tokyo Institute of Technology, Japan",2560
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. มารวย เพลินใจ,M.Eng.,Mechano-Micro Engineering,"Tokyo Institute of Technology, Japan",2557
4. วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) (ปรับปรุง 2566),อาจารย์,ดร. มารวย เพลินใจ,B.Eng.,Mechanical Engineering,"Sirindhorn International Institute of Technology, Thammasat University, Thailand",2554
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิสิษฐ์ จันทร์วราสุทธิ์,Ph.D.,Management Information Systems,"Rensselaer Polytechnic Institute, USA",2548
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิสิษฐ์ จันทร์วราสุทธิ์,M.S.,Management Information Systems,"Rensselaer Polytechnic Institute, USA",2545
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิสิษฐ์ จันทร์วราสุทธิ์,M.B.A.,Finance,"Loyola University Chicago, USA",2540
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. พิสิษฐ์ จันทร์วราสุทธิ์,D.V.M.,Doctor of Veterinary Medicine,"Chulalongkorn University, Thailand",2536
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ณัฏฐริกา ฤทธิทิพย์พันธุ์,Ph.D.,Strategic and International Management,"The University of Texas at Arlington, USA",2548
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ณัฏฐริกา ฤทธิทิพย์พันธุ์,M.M.,E-Commerce,"University of Dallas, USA",2543
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ณัฏฐริกา ฤทธิทิพย์พันธุ์,M.B.A.,International Business Management,"University of Dallas, USA",2542
6. วิทยาศาสตรบัณฑิต สาขาวิชาการวิเคราะห์ธุรกิจและโซ่อุปทาน (นานาชาติ) (ปรับปรุง 2566),ผู้ช่วยศาสตราจารย์,ดร. ณัฏฐริกา ฤทธิทิพย์พันธุ์,B.A.,Economics,"University of Dallas, USA",2540
